#timestamp [ns],w_RS_S_x [rad s^-1],w_RS_S_y [rad s^-1],w_RS_S_z [rad s^-1],a_RS_S_x [m s^-2],a_RS_S_y [m s^-2],a_RS_S_z [m s^-2]
100002550000000,0.004667996,0.025118216,-0.008602626,0.001220455,-0.000227858,-9.728778513
100002560000000,0.004696984,0.025568039,-0.008419685,0.001246522,-0.000229701,-9.728700331
100002570000000,0.004725682,0.026016165,-0.008237408,0.001266157,-0.000231042,-9.728621945
100002580000000,0.004754516,0.026462238,-0.008056963,0.001288936,-0.000232800,-9.728544745
100002590000000,0.004782956,0.026907558,-0.007876695,0.001312621,-0.000232805,-9.728467960
100002600000000,0.004811101,0.027352091,-0.007696873,0.001340437,-0.000230739,-9.728390790
100002610000000,0.004839331,0.027793955,-0.007519878,0.001357836,-0.000234926,-9.728316334
100002620000000,0.004867313,0.028233705,-0.007344429,0.001380319,-0.000237990,-9.728238078
100002630000000,0.004894773,0.028672344,-0.007169865,0.001394061,-0.000240042,-9.728161228
100002640000000,0.004922343,0.029107855,-0.006995790,0.001419515,-0.000241198,-9.728084516
100002650000000,0.004949714,0.029541752,-0.006822906,0.001437448,-0.000241686,-9.728009431
100002660000000,0.004976672,0.029972942,-0.006650453,0.001459449,-0.000241293,-9.727934718
100002670000000,0.005003726,0.030402936,-0.006480282,0.001482855,-0.000242761,-9.727859932
100002680000000,0.005030539,0.030830709,-0.006311728,0.001504715,-0.000245657,-9.727787787
100002690000000,0.005056979,0.031257710,-0.006142724,0.001523959,-0.000245352,-9.727714231
100002700000000,0.005083561,0.031683360,-0.005975387,0.001543806,-0.000246831,-9.727640878
100002710000000,0.005110064,0.032106154,-0.005809386,0.001564014,-0.000247922,-9.727568724
100002720000000,0.005136063,0.032526331,-0.005644505,0.001588192,-0.000250240,-9.727497436
100002730000000,0.005162022,0.032945842,-0.005480423,0.001599516,-0.000252632,-9.727426504
100002740000000,0.005187885,0.033362111,-0.005317538,0.001619157,-0.000253584,-9.727356706
100002750000000,0.005213444,0.033777707,-0.005154625,0.001644699,-0.000254217,-9.727288778
100002760000000,0.005238956,0.034190070,-0.004992328,0.001675166,-0.000253516,-9.727222303
100002770000000,0.005264252,0.034600340,-0.004832029,0.001697741,-0.000254975,-9.727155690
100002780000000,0.005289473,0.035009028,-0.004672529,0.001712376,-0.000255732,-9.727088102
100002790000000,0.005314523,0.035416706,-0.004515289,0.001718422,-0.000261008,-9.727023678
100002800000000,0.005339306,0.035822254,-0.004358248,0.001732183,-0.000264045,-9.726959150
100002810000000,0.005364088,0.036226359,-0.004200142,0.001756316,-0.000261901,-9.726896503
100002820000000,0.005388858,0.036628076,-0.004043559,0.001790091,-0.000260624,-9.726834210
100002830000000,0.005413376,0.037027971,-0.003888615,0.001819608,-0.000261085,-9.726774491
