#timestamp, p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z [], v_RS_R_x [m s^-1], v_RS_R_y [m s^-1], v_RS_R_z [m s^-1]
0.965000,0.122999,-0.071256,0.027075,0.497888,-0.039143,0.000625,-0.866357,0.362601,-0.211915,0.079818
0.970000,0.124820,-0.072320,0.027476,0.497854,-0.039276,0.000634,-0.866371,0.365963,-0.213919,0.080558
0.975000,0.126658,-0.073395,0.027881,0.497820,-0.039409,0.000643,-0.866384,0.369336,-0.215931,0.081300
0.980000,0.128513,-0.074480,0.028289,0.497786,-0.039540,0.000652,-0.866398,0.372721,-0.217950,0.082045
0.985000,0.130385,-0.075575,0.028701,0.497752,-0.039671,0.000662,-0.866411,0.376116,-0.219977,0.082793
0.990000,0.132275,-0.076679,0.029117,0.497718,-0.039802,0.000671,-0.866425,0.379523,-0.222011,0.083543
0.995000,0.134181,-0.077795,0.029537,0.497684,-0.039931,0.000680,-0.866439,0.382941,-0.224052,0.084295
1.000000,0.136104,-0.078920,0.029960,0.497650,-0.040060,0.000690,-0.866452,0.386370,-0.226100,0.085050
1.005000,0.138044,-0.080056,0.030387,0.497616,-0.040189,0.000699,-0.866466,0.389810,-0.228156,0.085807
1.010000,0.140002,-0.081202,0.030818,0.497581,-0.040317,0.000709,-0.866480,0.393261,-0.230218,0.086567
1.015000,0.141977,-0.082358,0.031253,0.497547,-0.040444,0.000719,-0.866493,0.396722,-0.232288,0.087329
1.020000,0.143969,-0.083524,0.031691,0.497513,-0.040570,0.000728,-0.866507,0.400195,-0.234366,0.088093
1.025000,0.145979,-0.084702,0.032134,0.497478,-0.040696,0.000738,-0.866521,0.403678,-0.236450,0.088860
1.030000,0.148006,-0.085889,0.032580,0.497444,-0.040821,0.000748,-0.866535,0.407172,-0.238541,0.089629
1.035000,0.150051,-0.087087,0.033030,0.497409,-0.040946,0.000758,-0.866549,0.410676,-0.240640,0.090400
1.040000,0.152113,-0.088295,0.033484,0.497375,-0.041070,0.000767,-0.866563,0.414191,-0.242745,0.091174
1.045000,0.154193,-0.089514,0.033942,0.497340,-0.041193,0.000777,-0.866577,0.417717,-0.244857,0.091950
1.050000,0.156290,-0.090744,0.034403,0.497305,-0.041316,0.000787,-0.866591,0.421253,-0.246977,0.092729
1.055000,0.158405,-0.091984,0.034869,0.497270,-0.041438,0.000797,-0.866605,0.424800,-0.249103,0.093509
1.060000,0.160538,-0.093235,0.035339,0.497236,-0.041559,0.000807,-0.866619,0.428356,-0.251236,0.094292
1.065000,0.162689,-0.094497,0.035812,0.497201,-0.041680,0.000818,-0.866634,0.431923,-0.253377,0.095077
1.070000,0.164857,-0.095769,0.036289,0.497166,-0.041800,0.000828,-0.866648,0.435501,-0.255524,0.095865
1.075000,0.167044,-0.097052,0.036771,0.497131,-0.041920,0.000838,-0.866662,0.439088,-0.257678,0.096655
1.080000,0.169248,-0.098346,0.037256,0.497096,-0.042039,0.000848,-0.866676,0.442686,-0.259838,0.097447
1.085000,0.171471,-0.099650,0.037745,0.497061,-0.042157,0.000858,-0.866691,0.446293,-0.262006,0.098241
1.090000,0.173711,-0.100966,0.038238,0.497025,-0.042275,0.000869,-0.866705,0.449911,-0.264180,0.099037
1.095000,0.175970,-0.102292,0.038736,0.496990,-0.042392,0.000879,-0.866720,0.453539,-0.266361,0.099836
1.100000,0.178247,-0.103629,0.039237,0.496955,-0.042508,0.000890,-0.866734,0.457176,-0.268549,0.100636
1.105000,0.180542,-0.104977,0.039742,0.496920,-0.042624,0.000900,-0.866749,0.460824,-0.270743,0.101439
1.110000,0.182855,-0.106337,0.040251,0.496884,-0.042739,0.000911,-0.866763,0.464481,-0.272944,0.102244
1.115000,0.185186,-0.107707,0.040764,0.496849,-0.042853,0.000921,-0.866778,0.468148,-0.275152,0.103051
1.120000,0.187536,-0.109088,0.041282,0.496814,-0.042967,0.000932,-0.866793,0.471824,-0.277366,0.103861
