#timestamp, p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z [], v_RS_R_x [m s^-1], v_RS_R_y [m s^-1], v_RS_R_z [m s^-1]
100001660000000,0.704774,0.391598,0.497977,0.967274,-0.009733,0.037490,0.250760,1.030407,0.572979,-0.002998
100001670000000,0.715153,0.397370,0.497950,0.967283,-0.009669,0.037253,0.250763,1.037061,0.576681,-0.003020
100001680000000,0.725599,0.403179,0.497923,0.967292,-0.009605,0.037013,0.250766,1.043674,0.580359,-0.003037
100001690000000,0.736111,0.409024,0.497896,0.967302,-0.009539,0.036769,0.250768,1.050244,0.584013,-0.003050
100001700000000,0.746688,0.414905,0.497869,0.967311,-0.009473,0.036523,0.250771,1.056771,0.587643,-0.003059
100001710000000,0.757329,0.420823,0.497841,0.967320,-0.009407,0.036273,0.250773,1.063254,0.591248,-0.003063
100001720000000,0.768036,0.426777,0.497814,0.967330,-0.009339,0.036019,0.250776,1.069694,0.594828,-0.003064
100001730000000,0.778806,0.432766,0.497787,0.967339,-0.009271,0.035763,0.250778,1.076088,0.598382,-0.003061
100001740000000,0.789640,0.438790,0.497760,0.967349,-0.009202,0.035503,0.250781,1.082437,0.601911,-0.003054
100001750000000,0.800537,0.444850,0.497733,0.967358,-0.009133,0.035239,0.250783,1.088740,0.605415,-0.003045
100001760000000,0.811497,0.450945,0.497706,0.967368,-0.009062,0.034973,0.250786,1.094997,0.608891,-0.003032
100001770000000,0.822519,0.457074,0.497680,0.967378,-0.008991,0.034704,0.250789,1.101206,0.612342,-0.003016
100001780000000,0.833603,0.463237,0.497653,0.967388,-0.008919,0.034431,0.250791,1.107367,0.615765,-0.002997
100001790000000,0.844748,0.469434,0.497627,0.967397,-0.008846,0.034155,0.250793,1.113480,0.619162,-0.002976
100001800000000,0.855954,0.475665,0.497602,0.967407,-0.008773,0.033876,0.250796,1.119544,0.622531,-0.002952
100001810000000,0.867220,0.481930,0.497576,0.967417,-0.008699,0.033594,0.250799,1.125559,0.625872,-0.002925
100001820000000,0.878546,0.488228,0.497551,0.967427,-0.008624,0.033309,0.250801,1.131523,0.629185,-0.002897
100001830000000,0.889931,0.494558,0.497526,0.967437,-0.008549,0.033020,0.250804,1.137437,0.632470,-0.002866
100001840000000,0.901374,0.500922,0.497502,0.967447,-0.008472,0.032729,0.250807,1.143300,0.635726,-0.002834
100001850000000,0.912876,0.507317,0.497478,0.967457,-0.008395,0.032434,0.250809,1.149111,0.638953,-0.002800
100001860000000,0.924436,0.513745,0.497455,0.967467,-0.008317,0.032136,0.250812,1.154869,0.642151,-0.002764
100001870000000,0.936053,0.520204,0.497431,0.967476,-0.008239,0.031836,0.250814,1.160574,0.645319,-0.002727
100001880000000,0.947726,0.526695,0.497409,0.967486,-0.008159,0.031532,0.250817,1.166226,0.648458,-0.002688
100001890000000,0.959456,0.533217,0.497387,0.967496,-0.008079,0.031226,0.250820,1.171825,0.651566,-0.002648
100001900000000,0.971241,0.539770,0.497365,0.967506,-0.007999,0.030916,0.250822,1.177368,0.654644,-0.002607
100001910000000,0.983081,0.546353,0.497343,0.967516,-0.007917,0.030604,0.250825,1.182857,0.657691,-0.002564
100001920000000,0.994976,0.552967,0.497323,0.967526,-0.007835,0.030289,0.250827,1.188290,0.660708,-0.002521
100001930000000,1.006924,0.559610,0.497302,0.967536,-0.007753,0.029971,0.250830,1.193667,0.663693,-0.002477
100001940000000,1.018926,0.566284,0.497282,0.967546,-0.007669,0.029650,0.250832,1.198987,0.666646,-0.002432
100001950000000,1.030980,0.572986,0.497263,0.967556,-0.007585,0.029326,0.250835,1.204251,0.669568,-0.002386
100001960000000,1.043087,0.579717,0.497244,0.967566,-0.007500,0.028999,0.250837,1.209457,0.672458,-0.002340
100001970000000,1.055245,0.586477,0.497226,0.967575,-0.007414,0.028669,0.250840,1.214604,0.675315,-0.002293
100001980000000,1.067454,0.593265,0.497208,0.967585,-0.007328,0.028337,0.250843,1.219693,0.678140,-0.002246
100001990000000,1.079714,0.600081,0.497191,0.967595,-0.007241,0.028002,0.250845,1.224723,0.680932,-0.002199
100002000000000,1.092023,0.606925,0.497174,0.967605,-0.007153,0.027664,0.250848,1.229693,0.683690,-0.002151
100002010000000,1.104382,0.613796,0.497158,0.967614,-0.007065,0.027324,0.250850,1.234603,0.686416,-0.002103
100002020000000,1.116789,0.620695,0.497142,0.967624,-0.006976,0.026981,0.250853,1.239453,0.689107,-0.002055
